India,IND,"Population ages 15-64, male",SP.POP.1564.MA.IN,131880717,133807987,135649338,137585040,139901313,142731103,145432200,148696000,152413130,156382049,160491853,164415626,168564824,172926199,177526834,182369226,186795662,191527098,196512092,201674322,206970302,211945538,217058303,222334803,227843548,233613043,238855971,244514050,250490970,256652092,262938612,268951353,275104004,281462022,288133209,295158860,301969776,309121276,316561231,324195286,331952616,339255926,346720753,354321825,362044494,369873923,377316864,384879023,392531896,400266427,408072494,415525609,423100546,430722280,438264640
Indonesia,IDN,"Population ages 15-64, female",SP.POP.1564.FE.IN,25023420,25485957,25991813,26530676,27094971,27685638,28266315,28873244,29522006,30235815,31025117,31789565,32645506,33577219,34558826,35576202,36572037,37609048,38692539,39833726,41036411,42240024,43501874,44807817,46142844,47497187,48774581,50088322,51434393,52805338,54198458,55610870,57028361,58454458,59899773,61365098,62719879,64100730,65491836,66857789,68169071,69254930,70319823,71375681,72439047,73519145,74775507,75971912,77122817,78239585,79345777,80663699,81922742,83166490,84447361
Indonesia,IDN,"Population ages 15-64, male",SP.POP.1564.MA.IN,24620298,25021281,25448850,25907055,26409485,26967207,27523892,28134883,28808148,29551817,30367961,31151685,32024656,32973410,33976509,35021467,36029994,37085359,38190525,39353149,40575363,41774951,43029965,44336331,45692199,47094997,48450809,49876325,51343926,52814999,54267263,55656502,56999485,58327895,59690698,61114831,62504300,63973354,65496174,67018504,68495718,69653005,70780239,71898779,73037666,74210330,75606385,76941657,78210464,79406616,80555410,81931050,83232980,84506583,85804805
"Iran, Islamic Rep.",IRN,"Population ages 15-64, female",SP.POP.1564.FE.IN,5673179,5767693,5866453,5976642,6108796,6267614,6422419,6607699,6816827,7039193,7269089,7486688,7717681,7961774,8219348,8490366,8755171,9030927,9324900,9644195,9990008,10342339,10723223,11124977,11543027,11976478,12372282,12808742,13272018,13742316,14208379,14585379,14937656,15296029,15701152,16180218,16835639,17555538,18317364,19092102,19861265,20625959,21402220,22195834,22998325,23786754,24410493,25005038,25551050,26043779,26488476,26896645,27275307,27619804,27929147
"Iran, Islamic Rep.",IRN,"Population ages 15-64, male",SP.POP.1564.MA.IN,5993191,6101477,6209729,6327669,6469936,6643168,6809163,7010014,7238017,7479778,7727813,7957650,8199205,8453909,8725320,9015568,9315371,9633355,9970730,10326473,10696333,11014188,11343578,11687594,12053141,12445339,12819277,13241274,13693179,14148429,14592256,14954662,15279869,15602892,15970769,16416505,17064687,17787253,18565134,19375299,20203687,21087136,21992490,22908661,23800637,24626280,25157078,25614413,26003421,26350759,26683351,27008771,27336958,27656306,27952648
Iraq,IRQ,"Population ages 15-64, female",SP.POP.1564.FE.IN,2022912,2061354,2082581,2097975,2124616,2169732,2214287,2277275,2352257,2428338,2499922,2560776,2624274,2689556,2757628,2829923,2909799,2990119,3074765,3168965,3274886,3378852,3495643,3620843,3747067,3870168,3973347,4072621,4173355,4283168,4406779,4557607,4723723,4902288,5088500,5279093,5479224,5682829,5889339,6099463,6313273,6512255,6718896,6930115,7140528,7348162,7553210,7749724,7950944,8174825,8430543,8712866,9016913,9334404,9654256
Iraq,IRQ,"Population ages 15-64, male",SP.POP.1564.MA.IN,2018104,2066175,2099362,2127840,2167062,2223555,2277932,2349647,2432515,2516279,2595715,2662386,2731816,2803330,2878105,2957687,3044100,3131417,3222110,3319578,3424732,3507988,3598187,3693809,3790848,3887678,3977676,4067141,4160964,4265461,4384241,4533316,4698654,4877419,5064515,5256498,5460179,5666956,5877259,6093117,6315113,6523119,6741870,6966606,7189478,7407061,7616599,7815049,8017242,8243481,8504420,8793236,9106310,9435387,9769124
Ireland,IRL,"Population ages 15-64, female",SP.POP.1564.FE.IN,812654,811500,814451,818836,822776,826231,829309,834328,839609,845075,851094,864078,877036,889745,903799,919644,931664,945716,962643,979024,993095,1007463,1018224,1026304,1035023,1041435,1046314,1052976,1056944,1062077,1072420,1092129,1112352,1130261,1147102,1165394,1188911,1214398,1239506,1264067,1289208,1317059,1344792,1370333,1397332,1428333,1467071,1508643,1536698,1548015,1551234,1543109,1532024,1521220,1511679
Ireland,IRL,"Population ages 15-64, male",SP.POP.1564.MA.IN,826736,825083,828281,833446,838451,843061,846442,852053,858055,864243,870953,884121,897294,910388,925228,942367,954451,969183,987246,1004821,1019845,1032753,1041777,1048034,1055184,1060419,1063394,1068640,1071606,1076121,1086200,1105253,1125059,1142694,1159344,1177517,1200346,1225161,1249871,1274718,1301080,1330763,1361336,1390138,1419913,1452474,1488639,1526294,1549601,1556374,1556045,1546481,1535169,1525027,1516531
Isle of Man,IMY,"Population ages 15-64, female",SP.POP.1564.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMY,"Population ages 15-64, male",SP.POP.1564.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Population ages 15-64, female",SP.POP.1564.FE.IN,616466,637600,669335,695231,725533,755295,778359,818134,841533,868677,900506,930932,954075,990781,1017558,1038275,1055493,1074307,1092909,1117354,1140880,1162214,1183072,1204312,1220691,1244003,1267480,1292521,1319300,1348262,1398357,1494526,1557869,1610776,1662423,1714280,1767799,1818073,1863632,1914324,1968022,2015427,2057761,2096803,2135136,2173116,2216299,2258736,2300034,2354093,2392815,2427786,2460623,2492663,2526165
Israel,ISR,"Population ages 15-64, male",SP.POP.1564.MA.IN,628186,647691,677821,702148,731321,760473,783331,823410,847034,873932,904716,931892,951161,983767,1006884,1024774,1039389,1056107,1073323,1097013,1120475,1143179,1165916,1189389,1208262,1234042,1259075,1285649,1313523,1342580,1391324,1482223,1539761,1587088,1634159,1682907,1731630,1778467,1821845,1871192,1924261,1971735,2014560,2054349,2093364,2131775,2176075,2219433,2261777,2317314,2358744,2394184,2428803,2463801,2501170
Italy,ITA,"Population ages 15-64, female",SP.POP.1564.FE.IN,16896917,16972625,17066652,17177820,17296481,17402742,17476262,17540441,17585401,17614465,17633959,17665323,17713188,17785978,17869966,17965196,18045927,18138162,18246664,18374920,18520179,18680663,18860336,19043612,19210957,19350467,19427136,19477500,19514775,19547905,19579871,19587929,19591377,19587010,19566882,19535113,19502993,19472934,19430864,19372257,19301028,19250447,19197063,19189818,19228254,19255028,19260340,19320743,19420375,19472529,19475750,19418828,19369053,19480530,19717246
Italy,ITA,"Population ages 15-64, male",SP.POP.1564.MA.IN,15957247,16063560,16189803,16332934,16481288,16615334,16706876,16791081,16858121,16910258,16952703,16999815,17060968,17145989,17244518,17358304,17445975,17551120,17679292,17833573,18010886,18200241,18411282,18628304,18833387,19015134,19117051,19199109,19271757,19338777,19399895,19418783,19430714,19433654,19421816,19400559,19361363,19326323,19284300,19234599,19183099,19143123,19113176,19136414,19203318,19249463,19237427,19275394,19349634,19380168,19372644,19312659,19269748,19398396,19660796
Jamaica,JAM,"Population ages 15-64, female",SP.POP.1564.FE.IN,466248,466074,467144,469478,472234,474339,473014,469705,465546,462174,460854,467090,475888,486816,498948,511472,527236,541406,554023,565780,577579,589915,604263,619775,635972,651360,663067,673262,681060,691188,698296,707417,715252,722254,729724,738228,748870,757560,765699,772349,778731,789521,799318,809362,818932,827702,837296,846113,854907,864567,875256,884835,895425,906133,915563
Jamaica,JAM,"Population ages 15-64, male",SP.POP.1564.MA.IN,412338,413492,415723,418974,422425,425113,424630,423279,422132,422450,424876,431255,439576,449758,461248,473598,491819,508488,523692,538110,552505,567527,584537,602264,619798,635523,646675,655290,661086,669336,675286,683870,691757,699422,707740,717062,729169,739710,749729,757801,764761,772026,777959,784474,791548,799146,810578,821868,833629,846318,859696,871015,882865,894518,904704
Japan,JPN,"Population ages 15-64, female",SP.POP.1564.FE.IN,30472817,31622374,32300184,33025653,33733923,34399584,34893992,35375171,35599215,36380846,36757380,37160229,37518536,37615139,38139286,38606075,38688677,38966878,39292003,39598980,39861173,40234063,40512976,40772531,41062551,41418278,41759078,42130238,42511755,42849422,43079645,43275908,43369398,43399713,43439958,43484643,43459225,43401340,43338766,43221798,43083025,42976095,42859546,42719928,42479193,42201291,41955011,41696725,41374836,40990736,40582733,40131091,39651281,39168280,38700536
Japan,JPN,"Population ages 15-64, male",SP.POP.1564.MA.IN,28833782,29964338,30658276,31402428,32125339,32796771,33269667,33726720,33940307,34695135,35080159,35521498,35940604,36122948,36722965,37270379,37409232,37741058,38124659,38499221,38841138,39300173,39672244,40032492,40433386,40909505,41346090,41822432,42313309,42753257,43071736,43338308,43493824,43580853,43676563,43775706,43758132,43707507,43652965,43545401,43417927,43306175,43188759,43054716,42828346,42575727,42334219,42096089,41804343,41454994,41084829,40640688,40179413,39727577,39301645
Jordan,JOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,214526,225286,237252,250355,264431,279190,294626,312319,331157,349918,368176,381329,393223,404781,417432,432015,439945,451007,464784,480255,496715,518694,540985,563773,587346,611720,634308,660249,687819,716628,746054,855874,920436,981590,1040823,1098167,1138057,1178493,1221666,1264318,1306712,1349340,1392707,1437641,1482271,1524198,1565878,1607001,1647548,1689449,1733081,1779717,1827406,1877450,1930489
Jordan,JOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,226928,238832,252220,267004,282893,299481,317024,336862,357835,378623,398735,412752,425313,437628,451501,467970,476234,489051,505758,525005,545859,572642,600496,629806,660590,692264,721513,753398,786184,819967,854543,982965,1059454,1131480,1199941,1264152,1301802,1338324,1376781,1414392,1452158,1492724,1534457,1578198,1621745,1662396,1703813,1744849,1785218,1826649,1869368,1914223,1959461,2007124,2058581
Kazakhstan,KAZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,3009613,3099218,3187183,3273106,3356227,3437275,3507564,3578675,3652180,3728249,3807020,3902805,3992709,4078598,4164911,4253393,4323342,4396338,4469114,4537152,4600175,4673754,4742124,4805720,4867953,4930714,4996596,5059803,5113404,5193389,5222077,5243096,5239856,5216639,5162864,5103913,5078748,5056772,5029199,5035853,5065392,5094462,5121542,5161332,5222452,5299275,5378195,5467155,5561423,5729847,5817160,5870486,5915383,5955594,5993520
Kazakhstan,KAZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,2630770,2708513,2787404,2868226,2951336,3037766,3114213,3196936,3285525,3377172,3470360,3574291,3671181,3764403,3859902,3959374,4034243,4113161,4191832,4264179,4329503,4402956,4468963,4530277,4593663,4662648,4736645,4813631,4884782,4980789,5024580,5046864,5040618,5010196,4945710,4871909,4817368,4762910,4703676,4681450,4688766,4719320,4753384,4802841,4872819,4955884,5032962,5118732,5208555,5366837,5448146,5499196,5541898,5579126,5613892
Kenya,KEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,1987826,2028629,2075363,2128597,2188967,2256696,2321981,2396654,2479437,2568320,2662199,2754352,2852443,2956663,3067870,3186552,3302826,3428776,3563504,3705683,3854709,4004352,4161928,4327869,4503355,4689076,4874151,5070835,5278986,5499220,5732316,5969510,6224947,6493225,6766289,7039087,7285631,7525185,7765054,8015092,8279549,8528510,8793193,9068819,9348186,9627696,9900539,10179698,10463970,10754528,11053391,11367634,11692795,12029805,12380435
Kenya,KEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,2055507,2092554,2135787,2185600,2242327,2306017,2366047,2435055,2511814,2594444,2681898,2765726,2855598,2951720,3054870,3165491,3272668,3389649,3515691,3649703,3791193,3932632,4082691,4241660,4410477,4589688,4766688,4955793,5156942,5370768,5598086,5829021,6078829,6342552,6612636,6884311,7132098,7374896,7620171,7877856,8152177,8415277,8696271,8989346,9285621,9580202,9857517,10139137,10424823,10716967,11018365,11331881,11657294,11995394,12347584
Kiribati,KIR,"Population ages 15-64, female",SP.POP.1564.FE.IN,10738,10900,11105,11346,11608,11887,12157,12453,12773,13115,13479,13858,14245,14642,15050,15465,15890,16292,16674,17044,17404,17566,17781,18051,18351,18658,19146,19613,20056,20480,20880,21095,21290,21511,21784,22121,22515,22960,23475,24078,24750,25273,25961,26756,27533,28220,29159,29838,30400,31043,31837,32375,33127,33978,34740
Kiribati,KIR,"Population ages 15-64, male",SP.POP.1564.MA.IN,10306,10460,10659,10895,11156,11433,11693,11978,12288,12624,12981,13350,13728,14113,14503,14894,15270,15611,15928,16237,16555,16737,16984,17285,17605,17928,18365,18769,19142,19512,19881,20058,20251,20465,20699,20954,21303,21667,22073,22555,23122,23679,24393,25208,26017,26748,27619,28272,28819,29426,30158,30722,31453,32270,33021
"Korea, Dem. Rep.",PRK,"Population ages 15-64, female",SP.POP.1564.FE.IN,3721237,3753721,3843981,3961681,4057172,4107782,4203811,4225890,4214618,4232816,4307107,4364689,4490475,4655923,4814535,4943936,5070085,5177477,5276141,5384159,5510242,5685503,5845735,6002992,6172247,6357293,6486992,6657415,6843250,7006085,7128424,7253744,7331483,7378095,7425327,7488645,7544715,7618336,7703108,7783353,7851338,7916388,7970974,8019042,8068718,8123848,8173985,8232223,8295526,8357312,8414255,8472641,8521227,8567846,8624995
"Korea, Dem. Rep.",PRK,"Population ages 15-64, male",SP.POP.1564.MA.IN,3025742,3062347,3154593,3273726,3372202,3427954,3525727,3551006,3544777,3569786,3652335,3717903,3853168,4029110,4198048,4336615,4468141,4580317,4684492,4800491,4937941,5125645,5300795,5475578,5665382,5874211,6025941,6221995,6436227,6628305,6779325,6932504,7037141,7109529,7181830,7269449,7337328,7422398,7518967,7611884,7693970,7766990,7832805,7894983,7960423,8031740,8091524,8159441,8233622,8308946,8382398,8450501,8511580,8572756,8645143
"Korea, Rep.",KOR,"Population ages 15-64, female",SP.POP.1564.FE.IN,6972206,7169499,7327437,7461702,7585448,7719105,7958824,8172585,8389930,8619811,8865006,9137841,9422745,9712228,10004868,10302756,10615090,10937322,11256096,11563681,11863484,12215594,12538992,12837866,13113147,13375517,13628180,13922276,14235679,14532945,14793670,15075874,15304448,15494103,15687683,15903074,16039347,16218500,16381622,16520756,16642794,16774909,16862333,16952892,17058537,17165424,17242004,17312752,17450244,17572801,17708686,17862047,17972320,18068592,18133503
"Korea, Rep.",KOR,"Population ages 15-64, male",SP.POP.1564.MA.IN,6872382,7088371,7267003,7416501,7543104,7667050,7907013,8102831,8291027,8493710,8723349,9014498,9328628,9650416,9970671,10289025,10606153,10931552,11250998,11557487,11856573,12206432,12529638,12831367,13114923,13393099,13672069,13995889,14339133,14664824,14952786,15248737,15494782,15704574,15922103,16167030,16332097,16549737,16750992,16920780,17063618,17218938,17316820,17409073,17513579,17620515,17688864,17755206,17898934,18037735,18198343,18364924,18488644,18599916,18681535
Kosovo,KSV,"Population ages 15-64, female",SP.POP.1564.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558899,,,,
Kosovo,KSV,"Population ages 15-64, male",SP.POP.1564.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610890,,,,
Kuwait,KWT,"Population ages 15-64, female",SP.POP.1564.FE.IN,47779,54674,63047,72518,82817,93754,105341,117698,130438,143473,156977,172529,188216,203901,219610,235396,248500,261736,275380,289781,305456,325558,346643,369537,396256,427822,461961,504495,547392,579564,593780,582631,,,,425626,425199,441441,468833,498679,524817,542479,557867,573755,594750,624429,678760,742767,813674,888077,962626,1026560,1090497,1150999,1204487
Kuwait,KWT,"Population ages 15-64, male",SP.POP.1564.MA.IN,115414,128629,145647,164354,182750,199803,211799,222607,232280,241388,250740,262584,274386,287319,302989,322397,352163,386060,422737,460116,496734,529810,561070,590540,619445,648422,665458,685285,703887,715508,716964,724781,,,,690924,702230,726775,760543,797381,832733,861794,891241,921596,954775,993306,1048425,1108379,1173082,1243299,1318804,1392967,1473984,1556109,1631889
Kyrgyz Republic,KGZ,"Population ages 15-64, female",SP.POP.1564.FE.IN,660378,672601,683278,695502,709358,723979,740257,759287,780990,802639,821825,842465,862235,881126,902576,926230,949966,976996,1005501,1033848,1060150,1086692,1111834,1135945,1158649,1180027,1197754,1217056,1235760,1258750,1279815,1294167,1303780,1300599,1299217,1314402,1342404,1372911,1406908,1442491,1476069,1503562,1532763,1567288,1607808,1649274,1685190,1719867,1752622,1785780,1813646,1834466,1858721,1885854,1912015
Kyrgyz Republic,KGZ,"Population ages 15-64, male",SP.POP.1564.MA.IN,568295,576900,584251,593241,604478,617604,633066,651918,674264,697833,720517,745844,771768,798050,827186,858147,886143,916486,947532,977805,1005658,1032198,1056749,1080276,1103177,1125905,1146185,1168890,1191364,1217776,1241938,1258350,1270051,1269006,1269156,1284728,1312008,1341107,1373372,1407640,1440970,1469542,1500627,1537175,1578814,1619794,1650741,1679065,1705149,1732668,1757023,1778478,1804851,1834809,1863775
Lao PDR,LAO,"Population ages 15-64, female",SP.POP.1564.FE.IN,599450,611765,625177,639578,654816,670798,685114,700325,716530,733893,752466,770421,789883,809511,827722,843607,847393,849133,850569,853827,860390,875263,893949,915916,940314,966399,992669,1020786,1050615,1082015,1114820,1145324,1177625,1211033,1245094,1279671,1307560,1337297,1368724,1401627,1436174,1473791,1511943,1551785,1594579,1640562,1687742,1736865,1787330,1838063,1888212,1932501,1978133,2023954,2068583
Lao PDR,LAO,"Population ages 15-64, male",SP.POP.1564.MA.IN,572264,583195,594496,606540,619944,634991,648527,663780,680639,698841,718195,736652,756640,776863,795851,812749,817313,820003,822529,826960,834758,850799,870651,893890,919785,947643,975960,1006316,1038279,1071310,1104990,1132978,1161793,1191277,1221603,1253038,1279358,1308214,1338859,1370228,1401923,1432341,1461769,1492453,1527051,1566748,1613583,1664436,1718145,1772787,1826839,1874453,1923423,1972499,2020242
Latvia,LVA,"Population ages 15-64, female",SP.POP.1564.FE.IN,802437,809597,815252,820644,825970,829725,831264,833168,836841,839650,841285,844190,848169,852996,859068,865153,868146,872290,877160,881073,884585,889471,895340,901551,907046,911554,914876,920084,925929,928400,926533,915874,899088,879293,864035,852247,845801,840795,836348,833123,828840,821107,813638,807224,799527,791743,783053,775619,766327,751846,733393,715853,702516,690416,677977
Latvia,LVA,"Population ages 15-64, male",SP.POP.1564.MA.IN,622502,634095,646095,659051,672257,683800,691748,699769,709098,717538,724775,730774,737254,744237,752388,760770,764684,770104,776457,781838,786526,791085,796046,801753,808331,815889,822842,832566,842950,849277,850317,841814,826374,807032,791311,778924,772507,767954,764460,762556,760012,753811,748121,743634,738055,732382,724569,718033,709974,697500,681893,667254,656787,647504,637868
Lebanon,LBN,"Population ages 15-64, female",SP.POP.1564.FE.IN,472108,484166,495196,505899,517513,530628,542784,556020,570653,586680,604151,623750,645134,666875,687313,705299,716057,723302,728386,733149,738964,750603,763588,776838,788992,799337,806225,811845,818119,827330,840708,861110,887053,915435,942615,966577,982687,995786,1010036,1030503,1059892,1084196,1121941,1166258,1209291,1247041,1276482,1297529,1320953,1360708,1424848,1453494,1479477,1502187,1523952
Lebanon,LBN,"Population ages 15-64, male",SP.POP.1564.MA.IN,474372,486679,498614,510692,523818,538396,551094,564777,579859,596478,614740,635564,658407,681289,701803,718300,721981,720238,715466,710768,708325,716769,727189,738167,747779,754957,758182,760137,762958,769134,780031,802463,831173,862774,893132,919777,936217,948782,962637,984611,1018969,1069181,1134020,1205387,1272764,1329593,1367829,1394285,1419795,1458668,1519317,1533103,1542513,1549662,1559237
Lesotho,LSO,"Population ages 15-64, female",SP.POP.1564.FE.IN,247178,251600,256841,262651,268647,274602,279516,284497,289639,295116,301039,306709,312839,319431,326487,334011,341030,348639,356744,365255,374112,381383,389098,396880,404392,411512,417238,422040,426298,430725,435957,445601,455985,466714,477343,487607,496068,504452,512621,520502,528126,533074,538187,543474,549003,554944,562622,570354,578279,586638,595473,604565,614116,623814,633228
Lesotho,LSO,"Population ages 15-64, male",SP.POP.1564.MA.IN,201307,202903,204875,207243,209932,212901,216432,220348,224582,229014,233564,237302,241104,245257,250105,255862,263341,271819,281052,290679,300460,308505,316572,324815,333361,342289,351363,360843,370719,381076,392024,404062,416569,429128,441220,452455,458814,464047,468677,473456,478989,485370,492830,501008,509389,517722,527978,538125,548454,559467,571366,583408,596107,609119,621945
Liberia,LBR,"Population ages 15-64, female",SP.POP.1564.FE.IN,304244,310289,316268,322448,329321,337136,344123,352196,361210,370892,381085,390240,400148,410808,422263,434528,445598,457423,470310,484615,500396,516786,534585,551743,565979,576144,576912,573512,567399,560287,553595,544956,537544,534758,540636,557032,590016,636016,688186,738232,781091,808035,826594,841307,857985,880306,909417,944644,983446,1022779,1060809,1094862,1127338,1159435,1192587
Liberia,LBR,"Population ages 15-64, male",SP.POP.1564.MA.IN,325109,329693,334354,339273,344825,351213,356546,362878,370115,378089,386695,394133,402445,411623,421676,432606,442208,452670,464291,477416,492096,507210,523817,539915,553306,562904,563147,559468,553292,546268,539759,531210,523960,521391,527524,544201,577440,623817,676510,727268,771059,798590,817868,833418,851012,874290,904169,940285,980088,1020559,1059913,1095198,1129062,1162741,1197724
Libya,LBY,"Population ages 15-64, female",SP.POP.1564.FE.IN,378155,388422,398724,409461,421344,434680,447236,461266,476571,492841,509921,526075,543725,562603,582534,603539,624631,647066,671084,697120,725462,755749,788463,823449,860309,898735,938714,979619,1021615,1065220,1110664,1154743,1202028,1251265,1300426,1348479,1399472,1447433,1494015,1541918,1592291,1642371,1694753,1748122,1800189,1849596,1895337,1938787,1977892,2010985,2037188,2044971,2046424,2045534,2047164
Libya,LBY,"Population ages 15-64, male",SP.POP.1564.MA.IN,401916,414518,427669,441523,456456,472640,488078,504888,522979,542312,562901,583951,607216,632242,658596,686152,714200,743688,775367,810518,849966,897368,949573,1004665,1059990,1113647,1155814,1195475,1233927,1273427,1315467,1356324,1401211,1448750,1496576,1543448,1593922,1641681,1688073,1735495,1784864,1829879,1876448,1923427,1968906,2011859,2050409,2087074,2118792,2142537,2156661,2143927,2121636,2096251,2075606
Liechtenstein,LIE,"Population ages 15-64, female",SP.POP.1564.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Population ages 15-64, male",SP.POP.1564.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Population ages 15-64, female",SP.POP.1564.FE.IN,987069,997269,1005306,1010957,1016125,1021171,1027843,1034173,1040170,1044936,1051942,1065305,1077564,1089033,1100605,1112252,1123168,1135295,1147753,1158472,1168141,1181431,1195721,1210361,1224006,1236396,1246811,1257139,1266966,1273082,1274075,1272073,1267251,1258760,1248686,1238924,1230276,1222819,1216586,1211674,1207866,1198835,1190127,1181754,1170269,1153373,1138191,1128194,1119945,1110009,1088050,1060568,1042366,1027259,1012238
Lithuania,LTU,"Population ages 15-64, male",SP.POP.1564.MA.IN,816661,830082,842060,852254,862149,871952,882086,892403,902508,911007,920686,934137,946117,957844,971136,986235,1000140,1016322,1033334,1048352,1061529,1075160,1089022,1103147,1117249,1131605,1144393,1158273,1172267,1182499,1187056,1186134,1181923,1173825,1164071,1154667,1144753,1135843,1128326,1122673,1118829,1111048,1104460,1098797,1090296,1076373,1060773,1049727,1040404,1030204,1009980,985829,971103,959743,948695
Luxembourg,LUX,"Population ages 15-64, female",SP.POP.1564.FE.IN,107390,107804,108469,108915,109531,110308,110546,110504,110501,110850,111262,112229,113648,115086,116884,118560,119562,120162,120814,121698,122946,124080,125176,126234,127138,127757,128271,128709,128988,129483,130341,131442,132554,133693,134886,136210,137592,138984,140488,142250,144109,145750,147286,149171,151465,153997,157207,160338,163832,167375,170803,175013,179616,184163,188816
Luxembourg,LUX,"Population ages 15-64, male",SP.POP.1564.MA.IN,106092,106208,106841,107430,108215,109099,109264,109110,109030,109410,110008,111285,113111,115004,117232,119261,120228,120754,121317,122096,123224,124052,124780,125516,126327,127180,128241,129569,130919,132422,134080,135488,136675,137755,138895,140250,141545,142926,144473,146271,148132,149627,150980,152698,154900,157455,160684,164011,167850,171830,175765,180791,186237,191594,197013
"Macao SAR, China",MAC,"Population ages 15-64, female",SP.POP.1564.FE.IN,50417,49922,50233,51066,52216,53706,55248,57613,60575,63673,66507,69145,70874,71940,72796,73764,73995,74507,75365,76543,78053,80916,84479,88672,93506,98908,103948,109627,115504,121047,125961,128875,131372,133564,135783,138334,141418,144900,148833,153210,157933,163545,168979,174267,179655,185384,192466,200469,208864,216932,224111,228878,232704,235613,237909
"Macao SAR, China",MAC,"Population ages 15-64, male",SP.POP.1564.MA.IN,44877,45406,47189,49714,52467,55295,58027,61161,64609,68160,71559,74960,77568,79463,80906,82182,82576,83086,83802,84768,86013,88395,91132,94154,97489,101146,104105,107564,111304,114995,118424,120570,122713,124764,126773,128879,131508,134145,136945,140068,143536,148265,152900,157532,162351,167576,174093,181530,189438,197136,203997,208348,211885,214616,216754
"Macedonia, FYR",MKD,"Population ages 15-64, female",SP.POP.1564.FE.IN,421542,428516,435158,442189,450585,460719,471289,483450,496473,509134,520661,529630,537829,545309,552440,559686,569241,578558,587856,597487,607426,617084,626724,635955,644125,650901,655223,658652,660866,661556,660679,658583,655173,651837,650311,651558,654472,660408,668085,675673,682038,687605,691715,694847,697909,701440,705123,709293,713633,717568,720732,723598,725601,726745,727110
"Macedonia, FYR",MKD,"Population ages 15-64, male",SP.POP.1564.MA.IN,431632,438928,445670,452699,461131,471409,482397,495075,508651,521835,533804,542987,551387,559016,566214,573453,583103,592347,601483,611008,620973,630384,639803,648781,656572,662815,666322,668910,670315,670311,668903,666083,662100,658338,656525,657627,660785,667180,675500,683851,691020,696988,701493,705064,708707,713022,716951,721560,726498,731133,735062,738298,740696,742255,743077
Madagascar,MDG,"Population ages 15-64, female",SP.POP.1564.FE.IN,1321766,1342432,1363662,1386891,1414479,1447441,1476509,1511963,1552754,1596804,1642809,1683466,1727195,1774432,1826043,1882310,1933957,1991247,2053398,2119925,2190696,2255162,2327248,2405424,2486878,2570010,2656363,2740030,2824922,2916883,3018137,3106179,3209200,3321621,3434772,3544466,3649599,3752560,3856748,3968993,4092955,4216093,4352642,4500449,4655539,4815918,4980226,5149609,5325466,5510097,5704282,5902419,6109613,6324145,6543152
Madagascar,MDG,"Population ages 15-64, male",SP.POP.1564.MA.IN,1434378,1451111,1468322,1487587,1511420,1540869,1566148,1598069,1635429,1675909,1718086,1754342,1793609,1836179,1882721,1933431,1979006,2029698,2084922,2144520,2208508,2264708,2329059,2399855,2474015,2549889,2629250,2705894,2784001,2869793,2965680,3048684,3147299,3255987,3366044,3473283,3576966,3679118,3783101,3895640,4020255,4142797,4279073,4426881,4582212,4743017,4905602,5073630,5248343,5431857,5624896,5820470,6025035,6237079,6454109
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1000048,1020759,1046989,1076568,1106248,1134515,1156330,1178076,1200507,1225402,1253792,1278145,1306796,1339077,1374031,1411223,1445055,1483219,1524268,1566637,1609752,1642437,1676426,1717974,1775133,1852377,1964844,2100814,2245815,2381397,2495276,2522343,2525021,2515608,2510003,2519317,2557137,2613366,2682661,2758696,2837033,2905561,2978784,3056703,3139122,3226271,3321610,3420917,3524370,3633306,3748542,3869229,3999277,4136658,4278677
Malawi,MWI,"Population ages 15-64, male",SP.POP.1564.MA.IN,902366,920188,942278,967217,992890,1018347,1038247,1059066,1081279,1105996,1133890,1158232,1186540,1218329,1252960,1290164,1324847,1363911,1406027,1449717,1494430,1529487,1566222,1610146,1668295,1744598,1852084,1979907,2115709,2243838,2354036,2393684,2412181,2419872,2429928,2451496,2492427,2549944,2619371,2695640,2775307,2847607,2925653,3009105,3097200,3189761,3287607,3389210,3495122,3607058,3726059,3850409,3984478,4126293,4273291
